File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 01:30:00 UTC,4.0,0.3466186,0.3510131,"(0.3466186,0.3510131)",0.3488158,0.0021973,4.8e-06,0.3510131,0.3510131,0.3488158,0.3466186,0.3466186
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 04:30:00 UTC,4.0,0.3466703,0.3510648,"(0.3466703,0.3510648)",0.3488676,0.0021973,4.8e-06,0.3510648,0.3510648,0.3488676,0.3466703,0.3466703
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 07:30:00 UTC,4.0,0.3466204,0.3510149,"(0.3466204,0.3510149)",0.3488176,0.0021973,4.8e-06,0.3510149,0.3510149,0.3488176,0.3466204,0.3466204
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 10:30:00 UTC,4.0,0.3465479,0.3509424,"(0.3465479,0.3509424)",0.3487451,0.0021973,4.8e-06,0.3509424,0.3509424,0.3487451,0.3465479,0.3465479
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 13:30:00 UTC,4.0,0.3455154,0.350032,"(0.3455154,0.350032)",0.3477737,0.0022583,5.1e-06,0.350032,0.350032,0.3477737,0.3455154,0.3455154
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 16:30:00 UTC,4.0,0.3435943,0.3481109,"(0.3435943,0.3481109)",0.3458526,0.0022583,5.1e-06,0.3481109,0.3481109,0.3458526,0.3435943,0.3435943
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 19:30:00 UTC,4.0,0.3419955,0.3466342,"(0.3419955,0.3466342)",0.3443148,0.0023193,5.4e-06,0.3466342,0.3466342,0.3443148,0.3419955,0.3419955
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024001223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-01 22:30:00 UTC,4.0,0.340537,0.3452977,"(0.340537,0.3452977)",0.3429174,0.0023804,5.7e-06,0.3452977,0.3452977,0.3429174,0.340537,0.340537
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 01:30:00 UTC,4.0,0.3408277,0.3454664,"(0.3408277,0.3454664)",0.343147,0.0023193,5.4e-06,0.3454664,0.3454664,0.343147,0.3408277,0.3408277
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 04:30:00 UTC,4.0,0.3410278,0.3460327,"(0.3410278,0.3460327)",0.3435302,0.0025024,6.3e-06,0.3460327,0.3460327,0.3435302,0.3410278,0.3410278
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 07:30:00 UTC,4.0,0.3416853,0.3474226,"(0.3416853,0.3474226)",0.344554,0.0028687,8.2e-06,0.3474226,0.3474226,0.344554,0.3416853,0.3416853
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 10:30:00 UTC,4.0,0.3416487,0.347386,"(0.3416487,0.347386)",0.3445174,0.0028687,8.2e-06,0.347386,0.347386,0.3445174,0.3416487,0.3416487
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 13:30:00 UTC,4.0,0.3408656,0.3466029,"(0.3408656,0.3466029)",0.3437343,0.0028687,8.2e-06,0.3466029,0.3466029,0.3437343,0.3408656,0.3408656
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 16:30:00 UTC,4.0,0.3400478,0.3457851,"(0.3400478,0.3457851)",0.3429165,0.0028687,8.2e-06,0.3457851,0.3457851,0.3429165,0.3400478,0.3400478
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 19:30:00 UTC,4.0,0.3391885,0.3450479,"(0.3391885,0.3450479)",0.3421182,0.0029297,8.6e-06,0.3450479,0.3450479,0.3421182,0.3391885,0.3391885
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024002223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-02 22:30:00 UTC,4.0,0.3391436,0.3448809,"(0.3391436,0.3448809)",0.3420122,0.0028687,8.2e-06,0.3448809,0.3448809,0.3420122,0.3391436,0.3391436
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 01:30:00 UTC,4.0,0.339736,0.3453512,"(0.339736,0.3453512)",0.3425436,0.0028076,7.9e-06,0.3453512,0.3453512,0.3425436,0.339736,0.339736
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 04:30:00 UTC,4.0,0.3397488,0.345364,"(0.3397488,0.345364)",0.3425564,0.0028076,7.9e-06,0.345364,0.345364,0.3425564,0.3397488,0.3397488
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 07:30:00 UTC,4.0,0.3396054,0.3453427,"(0.3396054,0.3453427)",0.342474,0.0028687,8.2e-06,0.3453427,0.3453427,0.342474,0.3396054,0.3396054
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 10:30:00 UTC,4.0,0.3384206,0.3441579,"(0.3384206,0.3441579)",0.3412893,0.0028687,8.2e-06,0.3441579,0.3441579,0.3412893,0.3384206,0.3384206
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 13:30:00 UTC,4.0,0.3375915,0.3432067,"(0.3375915,0.3432067)",0.3403991,0.0028076,7.9e-06,0.3432067,0.3432067,0.3403991,0.3375915,0.3375915
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 16:30:00 UTC,4.0,0.3358391,0.3414544,"(0.3358391,0.3414544)",0.3386467,0.0028076,7.9e-06,0.3414544,0.3414544,0.3386467,0.3358391,0.3358391
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 19:30:00 UTC,4.0,0.3347748,0.34039,"(0.3347748,0.34039)",0.3375824,0.0028076,7.9e-06,0.34039,0.34039,0.3375824,0.3347748,0.3347748
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024003223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-03 22:30:00 UTC,4.0,0.3340347,0.339772,"(0.3340347,0.339772)",0.3369034,0.0028687,8.2e-06,0.339772,0.339772,0.3369034,0.3340347,0.3340347
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 01:30:00 UTC,4.0,0.3342241,0.3399614,"(0.3342241,0.3399614)",0.3370927,0.0028687,8.2e-06,0.3399614,0.3399614,0.3370927,0.3342241,0.3342241
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 04:30:00 UTC,4.0,0.3343226,0.3400599,"(0.3343226,0.3400599)",0.3371913,0.0028687,8.2e-06,0.3400599,0.3400599,0.3371913,0.3343226,0.3343226
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 07:30:00 UTC,4.0,0.3343676,0.3401049,"(0.3343676,0.3401049)",0.3372363,0.0028687,8.2e-06,0.3401049,0.3401049,0.3372363,0.3343676,0.3343676
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 10:30:00 UTC,4.0,0.3343077,0.340045,"(0.3343077,0.340045)",0.3371763,0.0028687,8.2e-06,0.340045,0.340045,0.3371763,0.3343077,0.3343077
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 13:30:00 UTC,4.0,0.3334056,0.3391429,"(0.3334056,0.3391429)",0.3362742,0.0028687,8.2e-06,0.3391429,0.3391429,0.3362742,0.3334056,0.3334056
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 16:30:00 UTC,4.0,0.3316151,0.3373524,"(0.3316151,0.3373524)",0.3344837,0.0028687,8.2e-06,0.3373524,0.3373524,0.3344837,0.3316151,0.3316151
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 19:30:00 UTC,4.0,0.330021,0.3358804,"(0.330021,0.3358804)",0.3329507,0.0029297,8.6e-06,0.3358804,0.3358804,0.3329507,0.330021,0.330021
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024004223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-04 22:30:00 UTC,4.0,0.3295448,0.3352821,"(0.3295448,0.3352821)",0.3324135,0.0028687,8.2e-06,0.3352821,0.3352821,0.3324135,0.3295448,0.3295448
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 01:30:00 UTC,4.0,0.3295771,0.3353144,"(0.3295771,0.3353144)",0.3324457,0.0028687,8.2e-06,0.3353144,0.3353144,0.3324457,0.3295771,0.3295771
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 04:30:00 UTC,4.0,0.3296012,0.3353385,"(0.3296012,0.3353385)",0.3324699,0.0028687,8.2e-06,0.3353385,0.3353385,0.3324699,0.3296012,0.3296012
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 07:30:00 UTC,4.0,0.3296415,0.3355009,"(0.3296415,0.3355009)",0.3325712,0.0029297,8.6e-06,0.3355009,0.3355009,0.3325712,0.3296415,0.3296415
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 10:30:00 UTC,4.0,0.3292012,0.3349385,"(0.3292012,0.3349385)",0.3320698,0.0028687,8.2e-06,0.3349385,0.3349385,0.3320698,0.3292012,0.3292012
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 13:30:00 UTC,4.0,0.3283742,0.3342336,"(0.3283742,0.3342336)",0.3313039,0.0029297,8.6e-06,0.3342336,0.3342336,0.3313039,0.3283742,0.3283742
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 16:30:00 UTC,4.0,0.3267381,0.3325975,"(0.3267381,0.3325975)",0.3296678,0.0029297,8.6e-06,0.3325975,0.3325975,0.3296678,0.3267381,0.3267381
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 19:30:00 UTC,4.0,0.3252166,0.331076,"(0.3252166,0.331076)",0.3281463,0.0029297,8.6e-06,0.331076,0.331076,0.3281463,0.3252166,0.3252166
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024005223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-05 22:30:00 UTC,4.0,0.3248315,0.3306909,"(0.3248315,0.3306909)",0.3277612,0.0029297,8.6e-06,0.3306909,0.3306909,0.3277612,0.3248315,0.3248315
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 01:30:00 UTC,4.0,0.3247893,0.3306487,"(0.3247893,0.3306487)",0.327719,0.0029297,8.6e-06,0.3306487,0.3306487,0.327719,0.3247893,0.3247893
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 04:30:00 UTC,4.0,0.3248346,0.330694,"(0.3248346,0.330694)",0.3277643,0.0029297,8.6e-06,0.330694,0.330694,0.3277643,0.3248346,0.3248346
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 07:30:00 UTC,4.0,0.3249007,0.3307601,"(0.3249007,0.3307601)",0.3278304,0.0029297,8.6e-06,0.3307601,0.3307601,0.3278304,0.3249007,0.3249007
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 10:30:00 UTC,4.0,0.3249704,0.3307077,"(0.3249704,0.3307077)",0.327839,0.0028687,8.2e-06,0.3307077,0.3307077,0.327839,0.3249704,0.3249704
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 13:30:00 UTC,4.0,0.3241687,0.3300281,"(0.3241687,0.3300281)",0.3270984,0.0029297,8.6e-06,0.3300281,0.3300281,0.3270984,0.3241687,0.3241687
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 16:30:00 UTC,4.0,0.3224234,0.3282828,"(0.3224234,0.3282828)",0.3253531,0.0029297,8.6e-06,0.3282828,0.3282828,0.3253531,0.3224234,0.3224234
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 19:30:00 UTC,4.0,0.3209336,0.326793,"(0.3209336,0.326793)",0.3238633,0.0029297,8.6e-06,0.326793,0.326793,0.3238633,0.3209336,0.3209336
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024006223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-06 22:30:00 UTC,4.0,0.3204793,0.3263387,"(0.3204793,0.3263387)",0.323409,0.0029297,8.6e-06,0.3263387,0.3263387,0.323409,0.3204793,0.3204793
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 01:30:00 UTC,4.0,0.3205314,0.3263908,"(0.3205314,0.3263908)",0.3234611,0.0029297,8.6e-06,0.3263908,0.3263908,0.3234611,0.3205314,0.3205314
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 04:30:00 UTC,4.0,0.3206069,0.3264663,"(0.3206069,0.3264663)",0.3235366,0.0029297,8.6e-06,0.3264663,0.3264663,0.3235366,0.3206069,0.3206069
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 07:30:00 UTC,4.0,0.3205672,0.3264266,"(0.3205672,0.3264266)",0.3234969,0.0029297,8.6e-06,0.3264266,0.3264266,0.3234969,0.3205672,0.3205672
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 10:30:00 UTC,4.0,0.3205163,0.3263757,"(0.3205163,0.3263757)",0.323446,0.0029297,8.6e-06,0.3263757,0.3263757,0.323446,0.3205163,0.3205163
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 13:30:00 UTC,4.0,0.3196118,0.3255933,"(0.3196118,0.3255933)",0.3226026,0.0029907,8.9e-06,0.3255933,0.3255933,0.3226026,0.3196118,0.3196118
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 16:30:00 UTC,4.0,0.3180743,0.3240557,"(0.3180743,0.3240557)",0.321065,0.0029907,8.9e-06,0.3240557,0.3240557,0.321065,0.3180743,0.3180743
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 19:30:00 UTC,4.0,0.3167626,0.322622,"(0.3167626,0.322622)",0.3196923,0.0029297,8.6e-06,0.322622,0.322622,0.3196923,0.3167626,0.3167626
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024007223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-07 22:30:00 UTC,4.0,0.3164282,0.3222875,"(0.3164282,0.3222875)",0.3193578,0.0029297,8.6e-06,0.3222875,0.3222875,0.3193578,0.3164282,0.3164282
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 01:30:00 UTC,4.0,0.3163568,0.3222162,"(0.3163568,0.3222162)",0.3192865,0.0029297,8.6e-06,0.3222162,0.3222162,0.3192865,0.3163568,0.3163568
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 04:30:00 UTC,4.0,0.316408,0.3222674,"(0.316408,0.3222674)",0.3193377,0.0029297,8.6e-06,0.3222674,0.3222674,0.3193377,0.316408,0.316408
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 07:30:00 UTC,4.0,0.3164597,0.3223191,"(0.3164597,0.3223191)",0.3193894,0.0029297,8.6e-06,0.3223191,0.3223191,0.3193894,0.3164597,0.3164597
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 10:30:00 UTC,4.0,0.3163717,0.3223532,"(0.3163717,0.3223532)",0.3193624,0.0029907,8.9e-06,0.3223532,0.3223532,0.3193624,0.3163717,0.3163717
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 13:30:00 UTC,4.0,0.3154155,0.321519,"(0.3154155,0.321519)",0.3184673,0.0030518,9.3e-06,0.321519,0.321519,0.3184673,0.3154155,0.3154155
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 16:30:00 UTC,4.0,0.3139015,0.3198829,"(0.3139015,0.3198829)",0.3168922,0.0029907,8.9e-06,0.3198829,0.3198829,0.3168922,0.3139015,0.3139015
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 19:30:00 UTC,4.0,0.3124996,0.3184811,"(0.3124996,0.3184811)",0.3154904,0.0029907,8.9e-06,0.3184811,0.3184811,0.3154904,0.3124996,0.3124996
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024008223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-08 22:30:00 UTC,4.0,0.3121304,0.3181119,"(0.3121304,0.3181119)",0.3151211,0.0029907,8.9e-06,0.3181119,0.3181119,0.3151211,0.3121304,0.3121304
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 01:30:00 UTC,4.0,0.3120645,0.318046,"(0.3120645,0.318046)",0.3150553,0.0029907,8.9e-06,0.318046,0.318046,0.3150553,0.3120645,0.3120645
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 04:30:00 UTC,4.0,0.3121248,0.3181063,"(0.3121248,0.3181063)",0.3151156,0.0029907,8.9e-06,0.3181063,0.3181063,0.3151156,0.3121248,0.3121248
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 07:30:00 UTC,4.0,0.312182,0.3181634,"(0.312182,0.3181634)",0.3151727,0.0029907,8.9e-06,0.3181634,0.3181634,0.3151727,0.312182,0.312182
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 10:30:00 UTC,4.0,0.3122744,0.3182558,"(0.3122744,0.3182558)",0.3152651,0.0029907,8.9e-06,0.3182558,0.3182558,0.3152651,0.3122744,0.3122744
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 13:30:00 UTC,4.0,0.3118534,0.3178349,"(0.3118534,0.3178349)",0.3148442,0.0029907,8.9e-06,0.3178349,0.3178349,0.3148442,0.3118534,0.3118534
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 16:30:00 UTC,4.0,0.3106823,0.3167858,"(0.3106823,0.3167858)",0.313734,0.0030518,9.3e-06,0.3167858,0.3167858,0.313734,0.3106823,0.3106823
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 19:30:00 UTC,4.0,0.309614,0.3155954,"(0.309614,0.3155954)",0.3126047,0.0029907,8.9e-06,0.3155954,0.3155954,0.3126047,0.309614,0.309614
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024009223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-09 22:30:00 UTC,4.0,0.3099038,0.3156411,"(0.3099038,0.3156411)",0.3127725,0.0028687,8.2e-06,0.3156411,0.3156411,0.3127725,0.3099038,0.3099038
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 01:30:00 UTC,4.0,0.3127732,0.317656,"(0.3127732,0.317656)",0.3152146,0.0024414,6e-06,0.317656,0.317656,0.3152146,0.3127732,0.3127732
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 04:30:00 UTC,4.0,0.3148929,0.3197757,"(0.3148929,0.3197757)",0.3173343,0.0024414,6e-06,0.3197757,0.3197757,0.3173343,0.3148929,0.3148929
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 07:30:00 UTC,4.0,0.3162685,0.3207851,"(0.3162685,0.3207851)",0.3185268,0.0022583,5.1e-06,0.3207851,0.3207851,0.3185268,0.3162685,0.3162685
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 10:30:00 UTC,4.0,0.3163705,0.3210092,"(0.3163705,0.3210092)",0.3186898,0.0023193,5.4e-06,0.3210092,0.3210092,0.3186898,0.3163705,0.3163705
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 13:30:00 UTC,4.0,0.3154473,0.320086,"(0.3154473,0.320086)",0.3177667,0.0023193,5.4e-06,0.320086,0.320086,0.3177667,0.3154473,0.3154473
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 16:30:00 UTC,4.0,0.3146229,0.3191395,"(0.3146229,0.3191395)",0.3168812,0.0022583,5.1e-06,0.3191395,0.3191395,0.3168812,0.3146229,0.3146229
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 19:30:00 UTC,4.0,0.3151331,0.3197718,"(0.3151331,0.3197718)",0.3174525,0.0023193,5.4e-06,0.3197718,0.3197718,0.3174525,0.3151331,0.3151331
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024010223000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-10 22:30:00 UTC,4.0,0.3201466,0.3247853,"(0.3201466,0.3247853)",0.322466,0.0023193,5.4e-06,0.3247853,0.3247853,0.322466,0.3201466,0.3201466
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011013000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 01:30:00 UTC,4.0,0.3219591,0.3270861,"(0.3219591,0.3270861)",0.3245226,0.0025635,6.6e-06,0.3270861,0.3270861,0.3245226,0.3219591,0.3219591
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011043000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 04:30:00 UTC,4.0,0.3220805,0.3274516,"(0.3220805,0.3274516)",0.324766,0.0026855,7.2e-06,0.3274516,0.3274516,0.324766,0.3220805,0.3220805
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011073000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 07:30:00 UTC,4.0,0.3221892,0.3279265,"(0.3221892,0.3279265)",0.3250579,0.0028687,8.2e-06,0.3279265,0.3279265,0.3250579,0.3221892,0.3221892
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011103000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 10:30:00 UTC,4.0,0.320328,0.3260653,"(0.320328,0.3260653)",0.3231966,0.0028687,8.2e-06,0.3260653,0.3260653,0.3231966,0.320328,0.320328
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011133000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 13:30:00 UTC,4.0,0.3199149,0.3257743,"(0.3199149,0.3257743)",0.3228446,0.0029297,8.6e-06,0.3257743,0.3257743,0.3228446,0.3199149,0.3199149
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011163000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 16:30:00 UTC,4.0,0.3198141,0.3261617,"(0.3198141,0.3261617)",0.3229879,0.0031738,1.01e-05,0.3261617,0.3261617,0.3229879,0.3198141,0.3198141
SPL4SMGP_008_Geophysical_Data_sm_rootzone_doy2024011193000_aid0001,Geophysical_Data_sm_rootzone,aid0001,2024-01-11 19:30:00 UTC,4.0,0.3226677,0.328283,"(0.3226677,0.328283)",0.3254754,0.0028076,7.9e-06,0.328283,0.328283,0.3254754,0.3226677,0.3226677
